3,56073
2,56300
0,56527
3,56527
1,56754
2,56982
3,57209
0,57436
1,57664
2,57664
3,57891
2,58118
3,58345
0,58345
0,59936
1,59936
2,61982
3,61982
0,63573
3,63573
3,65618
1,65618
1,67209
2,67209
2,69254
0,69254
3,69936
0,69936
3,70845
1,70845
0,72891
1,72891
0,73345
1,73345
1,73800
0,73800
0,74254
1,74254
0,74709
1,74709
0,75164
1,75164
0,75618
1,75618
0,76073
1,76073
2,76527
3,76527
2,76982
3,76982
2,77436
3,77436
2,77891
3,77891
2,78345
3,78345
2,78800
3,78800
2,79254
3,79254
2,79709
3,79709
0,80164
3,80164
0,80618
3,80618
0,81073
3,81073
0,81527
3,81527
1,81982
2,81982
1,82436
2,82436
1,82891
2,82891
1,83345
2,83345
0,83800
3,83800
1,84027
3,84254
2,84254
0,84482
2,84709
1,84709
3,84936
1,85164
0,85164
2,85391
3,85618
3,86754
0,86982
3,87436
1,87436
0,87436
2,87664
1,87891
3,87891
2,88118
3,88345
0,88345
0,88573
2,88800
1,88800
3,89027
0,89254
2,89254
1,89482
2,89709
3,89709
0,89936
3,90164
1,90164
1,90391
0,90618
2,90618
3,90845
0,91073
1,91073
2,91073
3,91300
1,91527
2,91527
0,91754
1,91982
3,91982
3,92209
0,92436
2,92436
1,92664
2,92891
3,92891
0,93118
3,93345
1,93345
2,93573
0,93800
3,93800
2,94027
1,94027
3,94254
0,94254
1,94482
0,94709
2,94709
3,94709
1,94936
2,95164
3,95164
0,95391
3,95618
1,95618
1,95845
0,96073
2,96073
3,96300
2,96527
1,96527
0,96754
1,96982
3,96982
2,97209
3,97436
0,97436
3,97664
1,97891
2,97891
0,98118
1,98345
2,98345
3,98345
2,98573
3,98800
0,98800
1,99027
2,99254
0,99254
0,99482
1,99709
3,99709
2,99936
0,100164
3,100164
1,100391
3,100618
2,100618
0,100845
2,101073
3,101073
1,101300
0,101300
2,101527
3,101527
3,101754
1,101982
0,101982
2,101982
3,102209
0,102436
2,102436
1,102664
0,102891
3,102891
3,103118
0,103345
2,103345
1,103573
2,103800
3,103800
1,104027
3,104254
0,104254
2,104482
3,104709
1,104709
1,104936
2,105164
0,105164
1,105391
0,105618
2,105618
3,105618
1,105845
0,106073
3,106073
2,106300
1,106527
0,106527
0,106754
2,106982
3,106982
1,107209
0,107436
3,107436
2,107664
3,107891
1,107891
0,108118
1,108345
2,108345
0,108573
3,108573
1,108800
2,108800
3,109027
2,109254
1,109254
0,109254
1,109482
0,109709
3,109709
2,109936
3,110164
1,110164
1,110391
3,110618
2,110618
0,110845
3,111073
1,111073
2,111300
1,111527
0,111527
3,111754
1,111982
2,111982
2,112209
3,112436
0,112436
1,112664
0,112891
2,112891
3,112891
1,113118
0,113345
3,113345
2,113573
3,113800
1,113800
3,114027
1,114254
0,114254
2,114482
1,114709
3,114709
0,114936
3,115164
2,115164
1,115391
3,115618
0,115618
1,115845
2,115845
0,116073
3,116073
2,116300
1,116527
